,0,Labels
2264,"Macabra y obligada visita, es curioso y extraño la atracción que tiene éste museo, fuí por complacer a mis nietos que tenían la ",2
2265,"curiosidad, además demasiada gente, casi una hora de espera",2
2266,"¡Vale la pena visitarlo alguna ocasión! Para gente que ama los museos, lo califico como regular, pero para pasar el rato esta bi",2
2267,"en. Un poco caro para lo que hay, pero pues es una tradición.",2
2268,"Disfruta de una buena vista, tanto de una parte de la ciudad como de algunos callejones que pasan debajo de ella, ideal para nig",2
2269,ht selfies.,2
2270,"Un lugar no tan obligado, lleno de nostalgia. No lo recomiendo mucho.",2
2271,Allí puedes encontrar comida o souvenirs. Es una antigua bodega que funciona ahora como mercado. ¡Mejor ir a un lugar diferente ,2
2272,en Guanajuato pues la oferta gastronómica es bien variada!,2
2273,Aunque el lugar es agradable y bien organizado hacen falta guiass o audio guias que ayuden a apreciar todo lo que este espacio n,2
2274,os presenta.,2
2275,"Tenía muchas ganas de conocer el teatro. Por dentro, lamentablemente no cumplió mis expectativas. Es más bello el teatro de NY d",2
2276,"onde fuimos a ver la obra de teatro del Rey León. Pero, bueno es un teatro con historia. Y es importante conocerlo y aprender so",2
2277,bre la cultura de Gusnajuato. Por fuera es mega espectacular.,2
2278,"En el museo hay habitaciones donde se alojo Diego Rivera así como unos bocetos de sus cuadros, pero no obras famosas, si te gust",2
2279,"a ir a museos es fácil de recorrer, pero si llevas expectativas altas sobre encontrar mucho estarás defraudado.",2
2280,"Uno no se imagina visitar Guanajuato en pareja sin darse una vuelta por el callejón del beso, lamentablemente el gobierno no le ",2
2281,"ha dado el cuidado que necesita un punto turístico tan importante. Las casas aledañas y el mismo callejón están pintarrajeadas, ",2
2282,no hay control en el comercio ambulante y la zona huele feo.,2
2283,"Desafortunadamente lo comercial invadió y se adueñó del lugar, se hace fila para poder ""tomarse"" la foto, hay muchos que te cuen",2
2284,"tan la leyenda por dinero, que en sí no tiene nada de malo, pero se vuelve molesto que te insistan.

En fin, no veo como pudiera",2
2285," mejorarse, así que para aquellos que es forzoso ir a los lugares de tradición en sus viajes, lo único que les puedo recomendar ",2
2286,para este lugar es que se armen con bastante paciencia.,2
2287,"Se encuentra a unas calles del centro, así que se vuelve una parada imperdible. La arquitectura del edificio es tan única que pu",2
2288,edes ubicarla desde el mirador.,2
2289,"Es un edificio muy bien conservado pero le falta mucho desarrollo en información de interés, las salas son muy pequeñas para pon",2
2290,"er tanta exhibición, sería mejor una sola exhibición de la independencia, digo por eso va uno a visitar ese lugar, fotos del ant",2
2291,"es de la historia del edificio y rutas bien definidas de entrada y salida. Es una visita para una hora a lo mucho, cuando la vis",2
2292,"ite no cobraron por lo que no se cuanto cueste la entrada, el estacionamiento igual que todo Guanajuato, difícil de encontrar, p",2
2293,or lo que te recomiendo que si ya estas estacionado aproveches y pasees por todo lo que te quede cerca. De aquí (explanada) sale,2
2294, un tranvía turístico que vale la pena.,2
2295,Es un buen lugar para encontrar desayunos o comidas económicas. La arquitectura por fuera es bonita hecha por Eiffel. Dentro es ,2
2296,como cualquier mercado.,2
2297,"Está bien, si quieres ver una serie de cadáveres momificados por las sales de la tierra, y no te preocupa la idea de que todos m",2
2298,erecemos que nuestro cuerpo descanse sin ser objeto de morbo.,2
2299,"Me agrada que la construcción esta hecha a lo que es la ciudad colonial, me parece de buen tamaño. Aunque no me agrada las butac",2
2300,"as, me parecen un poco incomódas para los eventos de más de una hora.",2
2301,Si te gusta el arte. Te va a gustar. Si esperas algo de historia del pintor. Te queda a deber. Si llevas niños es un lugar aburr,2
2302,ido para ellos.,2
2303,"La comida que se vende podría mejorar y el orden y la organización de los negocios, por fuera siento que no parece un mercado, y",2
2304,"o incluso imaginé que podría ser una pequeña iglesia o capilla, venden muchos dulces y cajeta.",2
2305,"Según nos contaron, es la típica de amores imposibles, con
final trágico. Hay bastante gente para hacer la foto del beso
en la e",2
2306,scalera. Tiendas de recuerdos por todas partes,2
2307,"Me da pesar ver un sitio tan turístico y con una vista tan hermosa, pero con mucha basura en el piso.",2
2308,"No puedes decir que visitaste Guanajuato si no fuiste a la alhóndiga, interesante, no sólo es para tomarse la foto hay que entra",2
2309,r.,2
2310,"En sus instalaciones, largas filas, mal estacionamiento, malos olores y en general viejo sucio, sin baños, etc.",2
2311,"El lugar debe de estar más limpio, ese día que fui estaba muy sucio. Es un lugar romántico ojala le puedan dar más mantenimiento",2
2312,.,2
2313,"Esta es una plaza muy peculiar, ya que su diseño en triangulo ( esta forma la logran los arboles entrelasados entre si) con un k",2
2314,"iosko en medio, tiene bancas en las que puedes sentarte a disfrutar de los antojitos que venden alrededor o simplemente escuchar",2
2315, la musica que emerge de los restaurantes aledaños.,2
2316,"El edificio es imponente por las dimenciones comparado con el resto de las construcciones en la ciudad, quizas es por eso que su",2
2317," construcción no fue tan bien recibida por los locales. Un punto negativo es el montón de ""guías"" turisticos que empiezan a cont",2
2318,"ar la historia de la Universidad, cuantos escalones tiene, y todas esas cosas que nadie realmente escuha pero que te quieren cob",2
2319,"rar para que te las digan. Ya sabemos que tienen que trabajar, pero es bastante incomodo.",2
2320,"Hola estimados, acabo de regresar de Guanajuato y les 
confieso que hace fácil 25 años que no lo visitaba, en ese 
entonces fui ",2
2321,"al festival Cervantino y la verdad me encantó, 
pero ahora no puedes ni ir al callejón porque hay señores
que quieren forzosamen",2
2322,"te explicarte y cobrar, considero que 
es un lugar libre para que todos podamos ir, visitar, tomar
fotos, pero ha cambiado y es ",2
2323,"dificil porque hacen sus grupos
y no se accede libremente, tomen sus provicencias para 
visitar este lugar.",2
2324,"Cubrió nuestra necesidad de adquirir algunos alimentos, es bonito y caracteristico de esta hermosa ciudad.",2
2325,No le hagan mucho caso a la leyenda. Pero ya es toda una tradición acudir a darse un beso en el tercer escalón.,2
2326,Es un lugar que es un icono de la ciudad si no se visita es como no haber ido a Guanajuato es muy bonito y hay gente que esta co,2
2327,ntando las leyendas bonito.,2
2328,"Les falta mucha organización para manejar el volumen de gente que se da en días festivos. Ojalá cuiden más ese aspecto, desorden",2
2329," en las filas, sin control en los grupos de acceso…",2
2330,Bonito lugar. Muy típico y fácil de llegar. Pintoresco y agradable. Toda la ciudad es linda. Vale la pena visitar.,2
2331,"Es obligada la visita a la momias, pero considero que le falta una remodelación. También el personal que relata la historia de l",2
2332,"a momias, necesita más tacto.",2
2333,El único atractivo que tiene este mercado es su entrada que es de estilo francés. Mandada a construir por Porfirio Diaz Pero el ,2
2334,"interior esta feo y sucio, No se antoja comer ahi ademas de que todo esta carisimo. En guanajuato por lo general todos son muy a",2
2335,busivos en los precios. Es increíble que unos simples frijoles te los den en 7o pesos son una ratas todos los comerciantes de ah,2
2336,í. No todos somo extranjeros como para poder gastar esas cantidades.,2
2337,"El lugar se encuentra a las afueras de la ciudad, se puede llegar en transporte público que cobra muy económico o en el fonicula",2
2338,"r, del cual podrás apreciar la vista de toda la ciudad, al monumento se paga por entrar, pero puede uno ver la historia de maner",2
2339,"a gratuita, recomendaciones no comprar dulces ahí, cuestan más económicos en la ciudad.",2
2340,"La mejor vista de toda la ciudad, 50 pesos subir y bajar en el funicular que se ubica detrás del Teatro Juárez, si no quieres pa",2
2341,"gar la bajada puedes hacerlo caminando, sólo llevar ropa cómoda y unos buenos tenis porque las bajada está algo pesada pero se d",2
2342,"isfruta conocer sus callejones, la vista arriba es impresionante, se ve toda la ciudad, se puede entrar al monumento por 10 peso",2
2343,s.,2
2344,"No hay forma de recorrer las calles de Guanajuato y no llegar al callejón del beso. La historia es buena, pero el lugar no es al",2
2345,"go extraordinario. En un día concurrido, tomarse una fotografía resulta casi en un 'beso grupal'…",2
2346,Es un museo que se recorre rápido (20 min) tiene un costo de 62 pesos para los adultos y que se vuelve interesante al ver los cu,2
2347,erpos preservados y deshidratados. Le falta mejorar el audio del vídeo de introducción (más bocinas) y ponerle en inglés subtítu,2
2348,los al vídeo. Así mismo hay que mejorar la museografia.,2
2349,"Pensé encontrar cosas más interesantes, hacen falta dioramas.",2
2350,"Si eres mexicano es imposible no haber escuchado hablar de las momias de Guanajuato, el lugar no es malo pero tampoco es la gran",2
2351," cosa, Guanajuato es una ciudad hermosa con lugares muchísimo más interesante que ver, ir sólo si te sobra tiempo.",2
2352,"Un lugar al que hay que ir cuando se está en Guanajuato pero el recorrido es bastante rápido, existen muy pocas momias. Creo que",2
2353, les falta agregar más salones y momias.,2
2354,"Lugar importante históricamente hablando, punto de importancia turística y en la ciudad, pero no pudimos entrar porque los lunes",2
2355, cierran.,2
2356,"Lugar típico para visitar, tiene mucha historia, estaba algo sucio, especialmente a la entrada, se nota el poco mantenimiento al",2
2357, edificio.,2
2358,"Lo divertido es escuchar a niños pequeños contarte la historia del callejón del beso, le das una propina y ellos te cuentan la h",2
2359,"istoria de los dos enamorados, la historia te la cuentan en lo qué haces cola para poder subir al callejón y dar el beso prometi",2
2360,"do a tu amada, es un lugar pintoresco, lleno de parejas y de enamorados, encuentras flores y detalles para poder complementar tu",2
2361," juramento de amor eterno. No esperen mucho, pero vale la pena hacer una parada en el callejón del beso como parte del plan de t",2
2362,u visita a Guanajuato.,2
2363,"No tiene nada del otro mundo, lo bonito mas que nada es la 
historia que hay detrás de este lugar. Pero como esta en el
centro v",2
2364,ale la pena ir de otdas formas.,2
2365,"La vista lo vale todo, pero, el mirador está sucio, lleno de vendedores que no recogen su basura y parece ser que a nadie le imp",2
2366,orta que así sea. La gente se brinca a lugares prohibidos y nadie les dice nada.,2
2367,Este mercado no difiere nada de cualquier mercada que podemos encontrar en nuestras ciudades de origen sin embargo es recomendab,2
2368,"le conocerlo por su arquitectura, fue pensado para una estacion de tren en su momento, fue restaurado y bien vale la pena visita",2
2369,rlo por la condicion que guarda.,2
2370,"El museo es muy pequeño, está ubicado al lado de un panteón y los precios son accesibles, una gran atracción para los turistas.",2
2371,Un lugar muy típico y por lo que se conoce principalmente la ciudad. Yo no les llamaría momias y menos conociendo las de Egipto.,2
2372, Sin embargo hay que visitarlas.,2
2373,"En vacaciones, tomarse una foto debajo de los balcones es 
un aventura de codazos y empujones; unos gritones platican 
un cuenta",2
2374,"zo acerca de la leyenda, entretenido",2
2375,Es un lugar muy bonito ademas de que las plazas aledañas son muy tranquilas y aptas para pasar un momento agradable.,2
2376,"Me gusta mucho la casa, aunque sinceramente no me interesa saber a que jugaba de niño diego rivera, prefiero saber sobre sus obr",2
2377,as y el legado que ha dejado.,2
2378,"Por su angostura, esta calle así fue nombrada por los lugareños. Visita obligada, todos ahí saben la historia.",2
2379,Todo mundo te quiere vender el 'contarte la historia' 'tomarte la foto' o 'el candado del balcón' y es muy incómodo estar aguant,2
2380,"ando a los vendedores, fuera de eso es un callejón bonito.",3
2381,"Una visita tradicional, por la popularidad mundial que tienen, sin embargo hay que preguntarse ¿Qué es de entretenido visitar 22",3
2382, cadáveres momificados? En lo personal y muy en lo personal es una experiencia diferente al imaginarse a estas personas encapsul,3
2383,"adas en sus cuerpos con remanentes de épocas pasadas, nos dan una idea de la vida que en ese tiempo afrontaron y finalmente sucu",3
2384,"mbieron a ella, en mi opinión es un viaje de ida y nada más.",3
2385,"Baños demasiado viejos y los asientos incómodos, pero la belleza de su arquitectura compensa estos pequeños inconvenientes, obli",3
2386,gatorio visitarlo cuando tus pasos te lleven por estos lares.,3
2387,Es un lugar que se debe visitar para poder apreciar lo que ha aportado éste inmueble en el paso del tiempo.,3
2388,"No entré al edificio, pero en si su fachada y sus escaleras ya son un lugar iconico de Guanajuato. Si vas a Guanajuato lo debes ",3
2389,visitar.,3
2390,"Este jardin es tipico de Guanajuato, en el se concentra la mayoría de gente, tiene enfrente el teatro Juarez y por la tarde se c",3
2391,"oncentra la estudiantina para dar inicio a las callejoneadas, los restaurantes tienen buena comida y buen ambiente tambien.",3
2392,"La visita al Monumento del Pípila en Guanajuato es una actividad necesaria en el viaje a Guanajuato, tiene elementos históricos,",3
2393," artesanías, dulces y minerales propios de la región; además desde la explanada del monumento se tiene una vista privilegiada de",3
2394, esta hermosa ciudad colonial.,3
2395,"Es un tipico mercado local lleno de vida, que te invita a recorrer todos sus pasillos y puestos en busca de algo inesperado como",3
2396," recuerdo o algo delicioso para disfrutar, enmarcado con una edificacion muy particular.",3
2397,"Es la iglesia típica de la colonia en Mexico, por su puesto sin faltar el organo monumental, hace unos años me toco asistir a un",3
2398,a misa en la que se toco el organo y simplemente es espectacular.,3
2399,Es un monumento de un revolucionario. Considerado héroe en la epopeya de la Alhóndiga. Es un punto turístico. Típico con lugares,3
2400, de comer. Se accede desde el centro por un ascensor de yerba muy simpático. Lo mejor es sin duda la vista.,3
2401,"Por suerte cuando fuimos mi novio y yo no había mucha gente
y te puedes tomar la foto, o también hay personas que la }
toman por",3
2402," ti pero te cobran aproximadamente 50 pesos 
mexicanos y te entregan la foto. 
M e encantó este lugar, caminar por los callejone",3
2403,"s. 
Espero volver pronto",3
2404,"Este lugar es un típico mercado mexicano, la comida del lugar el muy buena, auténtica, hay una gran variedad de souveniers como ",3
2405,"playeras, dulces regionales y todo a muy buen precio!",3
2406,"Un museo de hisotria excelente, algo del que todos los mexicanos no se pueden perder.",3
2407,"Buenas y variadas opciones para probar platillos mexicanos, el costo es accesible y de mediana calidad, quizás podría mejorar un",3
2408, poco el aspecto e higiene de los locales.. Pero dejaría de ser un Mercado!!!,3
2409,"Aunque me parece algo hipócrita el arte de Rivera (todo lo ve desde fuera desde una zona segura), debo reconocer que tiene algun",3
2410,as obras que me agradan. Este museo es interesante por el simple hecho de conocer el primer hogar que fuera de Rivera. Bastante ,3
2411,fancy. Está chido si te gusta ver cosas antiguas.,3
2412,Lugar emblemático y lleno de historia. Su visita te hará recordar momentos importantes de la independencia.,3
2413,"Un lugar muy bello, para visitar un verde y hermoso jardín y por ende lugar de encuentro de amigos y turistas (y vendedores) sin",3
2414," embargo, se tiene que visitar y comer o tomarse un carecen alguno de los restaurantes o cafés circundan la plaza.",3
2415,"Nos fuimos acompañando a una estudiantina en la noche
y en el recorrido te explican varias cosas de Guanajuato, 
y al terminar e",3
2416,"l recorrido, fue en el callejón del beso, donde
dicen que para evitar la mala suerte, debes de darte el beso
con tu pareja en el",3
2417," tercer escalon, o si se puede en los
balcones que están uno frente al otro pegados.",3
2418,"Casa donde nació Digo Rivera. Algunas salas muestran mobiliario de la época. Amplia exposición de obras del artista, complementa",3
2419,do con muestras de otros.,3
2420,"Sin duda uno de los mejores lugares para poder apreciar la vista del hermoso Guanajuato, el monumento sin duda es grandioso. Jus",3
2421,"to a un lado de este mirador se encuentran pequeños locales de artesanías, lugares para comer con deliciosas tortillas hechas a ",3
2422,mano. Recomiendo ir al atardecer pues así puedes tener vista de la ciudad de día y cuando comienza a anochecer puedes apreciar c,3
2423,omo las luces van llenado el lindo paisaje. Sin duda un gran lugar para pasear con la familia y amigos.,3
2424,"Iglesia de arquitectura barroca, contiene piezas importantes de arte sacro, de las cuales se destaca la imagen de Nuestra Señora",3
2425," de Guanajuato que fue enviada por Felipe II en el año de 1557. Después del dato histórico puedo decir que es muy muy linda, me ",3
2426,"gusta que su ambiente te da paz, a pesar de tener arquitectura muy cargada a comparación de otras iglesias esta es menos abrumad",3
2427,"ora, claro todas son hermosas en sus diferentes estilos. Me gustó bastante.",3
2428,"Este museo está inserto en un barrio arquitectónicamente muy hermoso en donde además de apreciar parte de la obra de Rivera, dis",3
2429,"frutar de cómo se vivía en esa época, de los jardines que te invitan a tomar un buen descanso, te puedes deleitar con el entorno",3
2430,". Puedes hacerlo por la mañana, recorrer el barrio y si te da hambre pues un buen chile relleno en el Mercado.",3
2431,"La universidad tiene un muy linda arquitectura, a ratos me da la sensaciónde estar en la escuela de Harry Potter: escaleras por ",3
2432,"todos lados, pasillos... grandes salones o auditorios. Vale la pena visitarle.",3
2433,Fue algo increíble ver a las momias... sólo que me quedé con unas cuantas preguntas por que no había un guía. Deberían contratar,3
2434, gente para dar un tour y dar la historia…,3
2435,"Un encantador sitio muy apto para ir en compañía de tu novia, ya que la tradición dice que debes besarte ahí si no quieres 7 año",3
2436,s de mala suerte. Los niños que andan por ahí te cuentan la historia trágica de amor que ahí sucedió.,3
2437,"Es casi casi como cualquier otro callejón de la ciudad, salvo que tiene una leyenda. Dos enamorados que fueron separados, y en h",3
2438,"onor a su amor; debe besarse a su ser amado en el tercer escalón del mismo (esta pintado de rojo). 

Es una atracción gratis, lo",3
2439,s fines de semana hay demasiada gente (se hacen filas para poder tomarse la foto y/o conocerlo). Sugiero ir entre semana y tempr,3
2440,"ano. También recomiendo no hacer compras en los lugares del callejón, ya que te venden lo mismo que otros puestos pero al doble ",3
2441,"del precio.

En cuanto llegas al callejón hay personas que se ofrecen a contarte la leyenda del callejón, y señalan que no tiene",3
2442, costo alguno: sin embargo al final pedirán propina voluntaria.,3
2443,"Hermosa y sublime el contorno del edifico de la Universidad entre los callejones de Guanajuato, de ensueño, para disfrutar de un",3
2444,"a película durante el cercantino o para sentarse y descansar después de una larga caminata desde la alhondiga, casí enfrente ven",3
2445,den ricas nieves.,3
2446,"Un buen lugar para conocer durante tu paso por Guanajuato, solo para conocer la historia, ya que no hay grandes cosas para ver a",3
2447,"dentro, más que nada solo hay lineas del tiempo que te muestran la historia de México, hay unos señores que te cuentan la histor",3
2448,"ia, al final como en todo Guanajuato te piden propina y es un poco incómodo la forma en que lo hacen pero bueno según ellos no t",3
2449,ienen un sueldo en esos museos.,3
2450,"Por la noches había mucha gente formada para tomarse una
foto. Hay gente que baja por la parte de atrás lo que arruina tu
moment",3
2451,"o espeial. Armate de paciencia y no olvides el selfie
stick",3
2452,Fue parte de un tour cuando bajas del autobus se te acerca gente muy amable que te orienta y te ofrece paquetes. Una vista marav,3
2453,illosa como de postal.,3
2454,"Situada en una ciudad magica,donde cada callecita tiene algo en que detenerse,esta basilica es bellisima por dentro y por fuera.",3
2455,Vale la pena una parada en sus escaleras y observar lo que sucede en sus movidas calles.,3
2456,Un lugar simbólico en Guanajuato y de los obligados a visitar al menos para tomarte la foto y conocer un poco mas de la historia,3
2457,.,3
2458,"Está muy alejado del centro y hay mucha gente, el museo se recorre en 20 minutos y cobran 70 pesos se me hace un poco alto el co",3
2459,sto pues está muy chico.,3
2460,Interior is beautiful and we were lucky enough to catch a wedding. Do stop by for a look inside. I am catholic so I do stops giv,3
2461,e some thanks to the lord for my safe travels amongst other things.,3
2462,"En mis anteriores visitas a la ciudad de Guanajuato, he recorrido esta gran muestra de la arquitectura del Porfiriato, su valor ",3
2463,"arquitectónico en la aplicación del acero y vidrio es maravilloso. En 1904 se empezó la construcción del mercado, en lo que fuer",3
2464,a anteriormente la plaza de toros de Gavira. Su fachada es de cantera rosa y cuenta con 30 ventanales que le dan luz a su interi,3
2465,"or, en su bóveda esta la torre del reloj diseñada por Alexandre Gustave Eiffel (el mismo que construyo la torre Eiffel ). Al tér",3
2466,"mino de la construcción, en 1910, se programó para que coincidiera con los festejos del centenario de la Independencia y en hono",3
2467,"r al padre de la patria se le nombró “Mercado Hidalgo”. Cuenta con 4 carátulas y un pararrayos. Ofrece artesanías, artículos de ",3
2468,"piel, zapatos, ropa. Es posible obtener mejores precios si regateamos. Diferentes opciones para desayunar o comer. ¡¡No se lo pi",3
2469,erdan!!,3
2470,"Aunque no debes perderte la visita a este lugar, recomiendo que sea mediante los paseos que ofrecen las estudiantinas ya que lo ",3
2471,hacen mucho mas divertido y agradable.,3
2472,"Buen museo para conocer parte de la Historia de México, lo más interesante, el desarrollo de la región.",3
2473,"La arquitectura del lugar es bella, con esa larga escalinata, en donde actualmente está escrito un homenaje al gran Gabo. No cob",3
2474,ran por entrar al lugar.,3
2475,"Es un jardín pequeño rodeado de restaurantes en el cual puedes escuchar tríos, mariachis y banda, un bonito lugar para llevar a ",3
2476,cenar a tu pareja…,3
2477,Mi recomendación es llegar muy temprano para que entres rápido ya que al medio día puede ser muuuy tardado (en época de vacacion,3
2478,"es) vale la pena entrar al panteón, y ver los monumentos que están ahí, si pueden platicar con los señores que trabajan en el pa",3
2479,nteón será un complemento perfecto para esta visita.,3
2480,El pedazo de queso (como lo llaman los locales por su forma cuando se ve desde las colinas) tiene todo el encanto de un parque e,3
2481,uropeo combinado con la calidez latina. Visita obligada…,3
2482,"Es un lugar que huele y se respira historia desde que llegas a él y más por dentro, gran parte de la historia de independencia e",3
2483,stá aquí.,3
2484,Es un lugar que se debe visitar para poder apreciar lo que ha aportado éste inmueble a todas las personas que han pisado sus ins,3
2485,talaciones. Normalmente está en remodelación y regularmente presentan diferentes proyectos culturales en sus salas…,3
2486,El museo es muy bueno por todo lo que contiene. Conviene hacerlo con un guía (son gratuitos) para que explique detalles importan,3
2487,tes que no se deducen a simple vista. No tiene muchas explicaciones escritas. Tecnológicamente está atrasado pero en Guanajuato ,3
2488,es un lugar que debe ser visitado sí o sí.,3
2489,"Un lugar pequeño pero es un icono de guanajuato, para comer y escuchar las estudiantinas debes visitarlo.",3
2490,"Me parece que es un lugar al que se debe ir si visitas Guanajuato. Les recomiendo poner atencion al guia, no se si las historias",3
2491, estan documentadas pero al menos hace la visita amena,3
2492,Forma parte de la historia de Mexico y no hay que dejar de visitarlo. Se mantiene en buen estado y es visita obligada.,3
2493,"Visitar Guanajuato y no ir al callejón del beso, es como ir a la playa y no meterse al mar. Es un típico rincón de la ciudad con",3
2494," una leyenda trágico-romántica que conviene que un guía se las cuente. Hoy se puede subir al balcón del beso, el preciso escenar",3
2495,"io de la leyenda, pasando por una tienda de recuerdos...",3
2496,"Es de lo mejor para comprar recuerdos o souvenirs de Guanajuato, son los mejores precios ,vale la pena esperar después de las at",3
2497,"racciones o actividades para visitar el mercado Hidalgo, encontraras lo típico a muy buen precio, y todo esto en forma de mercad",3
2498,"o tradicional a la antigua.  It is best to buy souvenirs or souvenirs of Guanajuato, are the best prices, worth the wait after a",3
2499,"ttractions or activities to visit the Hidalgo market , you will find typical at a great price , and all this in a traditional ma",3
2500,rket to the old one.,3
2501,La orografía de la ciudad de Gunajuato dio lugar a estos callejones que con caminos irregulares dan lugar a muy atractivos espac,3
2502,"ios para caminar y descubrir plazuelas con atractivos inigualables, entre ellos este callejón que deja tan poco espacio entre la",3
2503,s construcciones que fue suficiente para contar una gran historia.,3
2504,Si vas a Guanajuato no podès dejar de visitar el Museo de las Momias. Es muy interesante y raro a la vez. No se asemeja al secto,3
2505,"r de Momias del Museo de El Cairo, pero realmente me pareció muy lindo para visitar. Desde el centro de Guanajuato se puede acce",3
2506,der a pie y de paso se va recorriendo la ciudad que es realmente muy hermosa.,3
2507,"Desde el exterior se ve un hermoso edificio y muestra la importancia de dicha universidad, no entramos, sin embargo nos gusto mu",3
2508,cho su exterior,3
2509,Llegamos el domingo 17 de noviembre (puente de la Revolución) a las 8:45 am y ya había una fila muy larga (el primero de la fila,3
2510, me dijo que había llegado a las 7:30 am). El boleto lo compramos siendo las 9:15 y salimos a las 10. Medio íbamos siguiendo al ,3
2511,guía porque en ocasiones nos separábamos. Es impresionante. Sin duda hay que venir una vez en la vida y formarse su propio juici,3
2512,"o. Muchas tiendas afuera para el recuerdo. El mejor de los consejos es llegar muy temprano, si bien en el puente se a acentúan l",3
2513,"as aglomeraciones, siempre es mejor llegar acá antes de que abra",3
2514,"El recorrido del museo es corto, tiene un precio muy accesible, siento que le hace falta más explicaciones sobre las momias, per",3
2515,o está padre y tiene unas muy sorprendentes como los bebés.,3
2516,"La leyenda de este callejón es de lo más romántico, y sin duda lo mejor es visitarlo en pareja. Lo malo es que el negocio siempr",3
2517,"e está presente, te 'toman la foto' a un precio algo elevado. Si llevas una buena cámara puedes pedir a algún otro turista que t",3
2518,e la tome.,3
2519,"Un callejón muy lindo donde miles de personas se toman fotos y se dan de besos, es agradable ver la cantidad de gente que visita",3
2520, este lugar en un día.,3
2521,"Zapatos cómodos, porque hay que caminar bastante o decidirse a tomar un autobús y perderse entre las hermosas calles del pueblo ",3
2522,"'que bien valdrían la pena porque son hermosas'. Yo recomendaría caminar y saborear la historia con cada paso, es chico, se reco",3
2523,"rre fácil en 20 minutos, la mayor parte de los recibidores tienen rotulación es fácil recorrerlo sólo... (No es necesario a mi o",3
2524,"pinión, pagar guía) es una especie de sentimientos encontrados, dolor, tristeza...Te deja con el sentimiento de la fragilidad de",3
2525," la vida. No se pierdan la visita, puede que lo noten un poco caro, pero vale la pena.",3
2526,"Un sitio imperdible en Guanajuato, hay que ir en la tradicional callejoneada siguiendo a la estudiantina, desafortunadamente la ",3
2527,"limpieza de la zona no es la mejor, el graffitti ha hecho su presencia afeando el lugar, pero por su leyenda, sigue siendo un lu",3
2528,gar al que se debe visitar.,3
2529,"Es un pequeño jardín que podrías tomarlo como referencia para planear tu visita, obtener información turística y contratar a las",3
2530," ofertas de paseos locales, callejoneadas y a ciudades cercanas. Hay restaurantes y bares de todo tipo aunque de precios un poco",3
2531, altos y de no muy relevante sabor. El jardín al ser cubierto por las ramas de los árboles es muy fresco y agradable.,3
2532,Ir a Guanajuato y no llegar al callejón del beso es un punto menos como turista. Son de esas historias que los pueblos que perma,3
2533,necerán por las generaciones y todos recordaremos.,3
2534,Buena exposición y documentación de la muestra sustentada en el culto a la muerte que tiene este pueblo mexicano.,3
2535,Si solo entras al edificio y no escuchas la platica de los guias te estas perdiendo de lo mejor... los guias juntan a un grupo d,3
2536,e personas y empieza una platica muy interesante y amena acerca de lo que paso ahi... hacen que te transportes al momento de los,3
2537, hechos de tal manera que aprendes mas en esa media hora de platica que lo que aprendiste en la escuela. Al final solo les das u,3
2538,"na propina y un gran aplauso pues realmente hacen muy bien su trabajo. Vale la pena escuchar la platica , pues el edificio por s",3
2539,i solo no te dice mucho.,3
2540,"Buena elección para los niños , debido a que en el trayecto el guía de turistas informo prácticamente de toda la historia de Gua",3
2541,"najuato , misma que los niños y adolescentes ya han visto en las escuelas , por ejemplo lo de Alondiga de Granaditas, etc.",3
2542,"Además de ver lo impresionante del monumento, poder subir y tener una vista increíble de la ciudad... lo hacen un atractivo dign",3
2543,o de ser visitado.,3
2544,"Nos encanto la fachada de la Universidad y su escalinata, al final de la misma se puede observar una impresionante vista de Guan",3
2545,"ajuato, lo unico malo es que a alguien se le ocurrio poner una pantalla al pie de las escalinatas y una caseta de proyecciones e",3
2546,"n medio de las mismas lo que demeritaba en mucho su vista y las instalaciones de la Universidad misma, ojala cuidaran mas estos ",3
2547,espacios y no lo utilizaran para eventos populares.,3
2548,Desde cualquier lugar de Guanajuato que te encuentres verás su torre o partes de su impresionante arquitectura. Se dice de Guana,3
2549,"juato que es una ciudad universitaria, y ese edificio no hace más que reafirmarlo. Una de las Universidades más majestuosas que ",3
2550,he visto.,3
2551,"Es uno de los mejores lugares para ver de un vistazo todos los edificios importantes de la ciudad, igual de bonito de día que du",3
2552,"rante de noche. Los turistas deberían preferir subir por el fonicular, ya que sí lo deciden hacer a pie, los callejones pueden l",3
2553,"legar a ser confusos, además de ser un recorrido arduo.",3
2554,Sorprende encontrar una construcción de la magnitud y la belleza arquitectónica que posee la Universidad de Guanajuato.,3
2555,"Es un lugar muy histórico y agradable para irse a tomar fotos del recuerdo o de algún evento tipo boda, XV años, graduación, etc",3
2556,. Si vas asegurate de no llevar zapatos incomodos pues las calles son empedradas y se vuelve complicada la caminata.,3
2557,"Tiene un mirador desde donde se puede admirar la bella ciudad de Guanajuato, sus iglesias, su preciosa universidad, etc. Llegar ",3
2558,"allá cuesta, hay dos caminos: uno por escalera y otro quizá más largo pero a mi parecer más sencillo al ser solo pendiente en su",3
2559, mayoría. De igual manera la recompensa una vez llegando ahí es genial.,3
2560,"Es un lugar muy interesante guías amables muy buena experiencia, pero con mucho ambulante que te acosa y no se te despega, ademá",3
2561,s que solo tenían una taquilla y la fila para entra larguísima.,3
